source_ISO,target_ISO,year,value
EGY,CHN,2017,2
ESP,CHN,2021,2
ETH,CHN,2022,2
MMR,CHN,2017,2
IRN,CHN,2015,2
ISR,CHN,2020,2
ISR,CHN,2015,2
GRC,CHN,2020,2
KAZ,CHN,2019,2
BGR,CHN,2015,2
NPL,CHN,2019,2
MWI,CHN,2017,2
YEM,CHN,2023,2
MNG,CHN,2022,2
ZAF,CHN,2017,2
MNG,CHN,2017,2
VNM,CHN,2017,2
MEX,CHN,2017,2
YEM,CHN,2015,2
LBN,CHN,2015,2
KAZ,CHN,2023,2
NPL,CHN,2023,2
ROU,CHN,2022,2
ROU,CHN,2020,2
PRT,CHN,2017,2
PRT,CHN,2020,2
PRT,CHN,2022,2
QAT,CHN,2015,2
QAT,CHN,2018,2
QAT,CHN,2020,2
GHA,CHN,2015,2
RUS,CHN,2015,2
GHA,CHN,2017,2
GHA,CHN,2018,2
CZE,CHN,2020,2
HUN,CHN,2020,2
HUN,CHN,2019,2
HRV,CHN,2023,2
GHA,CHN,2022,2
IRL,CHN,2017,2
SAU,CHN,2015,2
IDN,CHN,2016,2
SAU,CHN,2017,2
SAU,CHN,2020,2
IRL,CHN,2022,2
IRL,CHN,2021,2
CYP,CHN,2020,2
CYP,CHN,2022,2
SRB,CHN,2015,2
THA,CHN,2015,2
BGD,CHN,2022,2
CHL,CHN,2021,2
SSD,CHN,2018,2
BLR,CHN,2023,2
BRA,CHN,2016,2
BRN,CHN,2023,2
BRA,CHN,2017,2
BRA,CHN,2023,2
THA,CHN,2018,2
BGR,CHN,2023,2
BRA,CHN,2019,2
NOR,CHN,2022,2
BRA,CHN,2021,2
TUR,CHN,2019,2
THA,CHN,2022,2
TUN,CHN,2017,2
THA,CHN,2017,2
ARE,CHN,2021,2
ARE,CHN,2023,2
SVK,CHN,2017,2
ARG,CHN,2018,2
LBN,CHN,2022,2
LBN,CHN,2021,2
AUT,CHN,2017,2
AUT,CHN,2020,2
AUT,CHN,2022,2
BWA,CHN,2023,2
TUR,CHN,2016,2
SVN,CHN,2016,1
PSE,CHN,2022,1
CYP,CHN,2023,1
TUN,CHN,2020,1
ARE,CHN,2019,1
TGO,CHN,2016,1
TUN,CHN,2023,1
PRT,CHN,2021,1
SVK,CHN,2016,1
CUB,CHN,2023,1
GHA,CHN,2019,1
CUB,CHN,2022,1
CUB,CHN,2018,1
SVN,CHN,2018,1
SDN,CHN,2019,1
SAU,CHN,2021,1
SVN,CHN,2020,1
SVK,CHN,2023,1
SYR,CHN,2016,1
SLE,CHN,2022,1
GHA,CHN,2020,1
SVN,CHN,2019,1
SAU,CHN,2016,1
SSD,CHN,2017,1
RWA,CHN,2022,1
SSD,CHN,2019,1
ETH,CHN,2023,1
PRI,CHN,2017,1
PSE,CHN,2020,1
SDN,CHN,2023,1
ROU,CHN,2023,1
YEM,CHN,2022,1
BWA,CHN,2016,1
ZAF,CHN,2015,1
BWA,CHN,2015,1
ZAF,CHN,2016,1
ZAF,CHN,2019,1
VNM,CHN,2015,1
VNM,CHN,2016,1
UGA,CHN,2018,1
COL,CHN,2021,1
VNM,CHN,2019,1
VNM,CHN,2022,1
VGB,CHN,2020,1
YEM,CHN,2018,1
VGB,CHN,2015,1
AZE,CHN,2018,1
AZE,CHN,2021,1
UZB,CHN,2015,1
BIH,CHN,2016,1
BIH,CHN,2017,1
VNM,CHN,2018,1
TJK,CHN,2023,1
FIN,CHN,2015,1
FIN,CHN,2018,1
CHL,CHN,2023,1
COL,CHN,2017,1
COL,CHN,2018,1
EST,CHN,2015,1
EST,CHN,2019,1
THA,CHN,2020,1
ETH,CHN,2017,1
YEM,CHN,2021,1
ZAF,CHN,2020,1
ZAF,CHN,2022,1
VGB,CHN,2021,1
ZAF,CHN,2023,1
ZMB,CHN,2021,1
ZMB,CHN,2022,1
ZWE,CHN,2017,1
MMR,CHN,2020,1
BLR,CHN,2019,1
BLR,CHN,2015,1
YEM,CHN,2019,1
ETH,CHN,2018,1
BLR,CHN,2020,1
LBN,CHN,2016,1
LBN,CHN,2018,1
LBN,CHN,2020,1
LKA,CHN,2016,1
LKA,CHN,2021,1
LKA,CHN,2023,1
CYM,CHN,2023,1
KAZ,CHN,2016,1
KAZ,CHN,2020,1
KAZ,CHN,2021,1
LAO,CHN,2022,1
MWI,CHN,2019,1
SVK,CHN,2019,1
MEX,CHN,2020,1
MEX,CHN,2021,1
MYS,CHN,2015,1
MOZ,CHN,2023,1
KWT,CHN,2018,1
MNG,CHN,2016,1
MNG,CHN,2018,1
MNG,CHN,2020,1
MLT,CHN,2017,1
MUS,CHN,2019,1
NGA,CHN,2022,1
NPL,CHN,2015,1
NPL,CHN,2016,1
MWI,CHN,2023,1
ALB,CHN,2016,1
ALB,CHN,2020,1
ARM,CHN,2019,1
AUT,CHN,2015,1
AUT,CHN,2018,1
SVK,CHN,2020,1
MNG,CHN,2015,1
TZA,CHN,2016,1
TZA,CHN,2020,1
UKR,CHN,2015,1
UKR,CHN,2016,1
UKR,CHN,2019,1
UKR,CHN,2020,1
CHL,CHN,2022,1
ARE,CHN,2017,1
BRA,CHN,2020,1
TUR,CHN,2018,1
TUR,CHN,2021,1
TTO,CHN,2018,1
BGR,CHN,2019,1
BHR,CHN,2017,1
BDI,CHN,2022,1
BEN,CHN,2020,1
BRN,CHN,2019,1
CHL,CHN,2017,1
CHL,CHN,2018,1
CHL,CHN,2020,1
UGA,CHN,2015,1
PER,CHN,2018,1
PHL,CHN,2016,1
PHL,CHN,2018,1
PHL,CHN,2023,1
POL,CHN,2015,1
HUN,CHN,2021,1
HUN,CHN,2022,1
HUN,CHN,2023,1
IDN,CHN,2018,1
IDN,CHN,2020,1
IDN,CHN,2023,1
GRC,CHN,2021,1
HRV,CHN,2015,1
NPL,CHN,2021,1
HRV,CHN,2022,1
HUN,CHN,2015,1
SRB,CHN,2017,1
SRB,CHN,2023,1
DNK,CHN,2021,1
DZA,CHN,2019,1
ECU,CHN,2017,1
ECU,CHN,2021,1
QAT,CHN,2022,1
QAT,CHN,2023,1
ROU,CHN,2015,1
ROU,CHN,2016,1
ROU,CHN,2019,1
HRV,CHN,2020,1
KHM,CHN,2023,1
KNA,CHN,2020,1
IRQ,CHN,2015,1
ISL,CHN,2015,1
NGA,CHN,2016,1
MMR,CHN,2018,1
JAM,CHN,2023,1
JOR,CHN,2019,1
JOR,CHN,2020,1
KEN,CHN,2022,1
KGZ,CHN,2023,1
KHM,CHN,2021,1
LUX,CHN,2020,1
IRL,CHN,2020,1
LUX,CHN,2023,1
MDA,CHN,2022,1
MNE,CHN,2016,1
MKD,CHN,2019,1
MKD,CHN,2022,1
MKD,CHN,2023,1
POL,CHN,2019,1
POL,CHN,2020,1
POL,CHN,2023,1
FIN,CHN,2020,1
FJI,CHN,2016,1
FJI,CHN,2023,1
GEO,CHN,2020,1
LUX,CHN,2022,1
CHN,USA,2023,512
CHN,USA,2015,417
CHN,USA,2019,409
CHN,USA,2018,394
CHN,USA,2016,385
CHN,USA,2017,385
CHN,USA,2020,374
CHN,USA,2021,355
CHN,USA,2022,298
CHN,GBR,2023,114
CHN,GBR,2022,79
CHN,AUS,2023,77
CHN,GBR,2021,76
CHN,GBR,2019,71
CHN,GBR,2018,64
CHN,SGP,2023,61
CHN,DEU,2023,60
CHN,AUS,2021,60
CHN,AUS,2019,59
CHN,GBR,2020,59
CHN,AUS,2022,57
CHN,GBR,2017,56
CHN,KOR,2023,56
CHN,AUS,2020,53
CHN,GBR,2016,51
CHN,JPN,2023,48
CHN,AUS,2016,47
CHN,CAN,2023,46
CHN,SGP,2022,45
CHN,DEU,2020,45
CHN,DEU,2021,44
CHN,CAN,2016,44
CHN,AUS,2017,43
CHN,AUS,2018,41
CHN,CAN,2018,39
CHN,SGP,2020,39
CHN,CAN,2022,38
CHN,CAN,2017,38
CHN,AUS,2015,38
CHN,JPN,2018,33
CHN,GBR,2015,33
CHN,CAN,2015,33
CHN,SGP,2021,33
CHN,DEU,2018,33
CHN,JPN,2020,32
CHN,SGP,2016,31
CHN,DEU,2019,30
CHN,SGP,2019,30
CHN,KOR,2021,30
CHN,DEU,2022,30
CHN,SGP,2015,30
CHN,CAN,2021,29
CHN,CAN,2020,28
CHN,CAN,2019,28
CHN,JPN,2021,27
CHN,SGP,2017,26
CHN,DEU,2015,26
CHN,DEU,2017,26
CHN,KOR,2016,26
CHN,JPN,2015,25
CHN,FRA,2023,25
CHN,JPN,2016,24
CHN,SGP,2018,24
CHN,NLD,2023,24
CHN,JPN,2022,24
CHN,MYS,2023,23
CHN,DEU,2016,22
CHN,FRA,2015,20
CHN,NLD,2018,20
CHN,IND,2023,20
CHN,JPN,2019,19
CHN,KOR,2019,19
CHN,KOR,2017,19
CHN,KOR,2018,19
CHN,BEL,2022,18
CHN,IND,2020,18
CHN,PAK,2023,17
CHN,KOR,2022,17
CHN,NLD,2019,17
CHN,JPN,2017,16
CHN,SWE,2020,16
CHN,ITA,2023,15
CHN,SWE,2018,15
CHN,KOR,2020,15
CHN,FRA,2020,14
CHN,FRA,2017,14
CHN,DNK,2023,14
CHN,FRA,2022,14
CHN,IND,2022,14
CHN,IND,2021,14
CHN,NLD,2020,13
CHN,NLD,2016,13
CHN,NLD,2015,13
CHN,SWE,2019,12
CHN,NLD,2021,12
CHN,SWE,2023,12
CHN,MYS,2022,12
CHN,FRA,2021,12
CHN,CHE,2020,12
CHN,NLD,2017,12
CHN,CHE,2023,11
CHN,MYS,2021,11
CHN,KOR,2015,11
CHN,IND,2019,11
CHN,CHE,2019,11
CHN,NLD,2022,11
CHN,PAK,2022,10
CHN,PAK,2019,10
CHN,SWE,2021,10
CHN,THA,2023,10
CHN,SWE,2015,10
CHN,FRA,2016,9
CHN,ESP,2023,9
CHN,FRA,2019,9
CHN,PAK,2020,9
CHN,DNK,2019,9
CHN,CHE,2022,9
CHN,RUS,2022,8
CHN,BEL,2021,8
CHN,DNK,2020,8
CHN,IND,2017,8
CHN,BRA,2023,8
CHN,NOR,2016,8
CHN,IND,2018,8
CHN,CHE,2021,8
CHN,IND,2016,7
CHN,IRL,2023,7
CHN,SWE,2017,7
CHN,ESP,2022,7
CHN,FRA,2018,7
CHN,DNK,2021,7
CHN,VNM,2023,6
CHN,MYS,2019,6
CHN,MYS,2018,6
CHN,SWE,2022,6
CHN,UKR,2023,6
CHN,BRA,2017,6
CHN,DNK,2017,6
CHN,SWE,2016,5
CHN,CZE,2018,5
CHN,FIN,2021,5
CHN,CHE,2015,5
CHN,FIN,2020,5
CHN,IND,2015,5
CHN,MYS,2020,5
CHN,NOR,2023,5
CHN,NZL,2023,5
CHN,BEL,2020,5
CHN,BEL,2019,5
CHN,DNK,2018,5
CHN,IDN,2020,5
CHN,DNK,2022,5
CHN,SAU,2018,5
CHN,ESP,2020,5
CHN,BRA,2018,5
CHN,SAU,2021,5
CHN,RUS,2015,5
CHN,RUS,2023,5
CHN,RUS,2021,5
CHN,BEL,2023,5
CHN,SAU,2022,5
CHN,NPL,2020,5
CHN,NZL,2020,5
CHN,PHL,2022,4
CHN,PRT,2020,4
CHN,POL,2023,4
CHN,PRT,2018,4
CHN,PAK,2017,4
CHN,NZL,2019,4
CHN,MYS,2015,4
CHN,MYS,2017,4
CHN,MNG,2023,4
CHN,IRN,2021,4
CHN,BEL,2018,4
CHN,IDN,2019,4
CHN,IRN,2015,4
CHN,IRN,2017,4
CHN,FIN,2016,4
CHN,FIN,2017,4
CHN,FIN,2023,4
CHN,ESP,2015,4
CHN,ITA,2022,4
CHN,JOR,2021,4
CHN,CHE,2017,4
CHN,PAK,2021,4
CHN,VNM,2019,4
CHN,RUS,2020,4
CHN,BGD,2020,4
CHN,BGD,2017,4
CHN,NOR,2020,3
CHN,NOR,2021,3
CHN,THA,2020,3
CHN,BLR,2022,3
CHN,VNM,2020,3
CHN,THA,2018,3
CHN,RUS,2018,3
CHN,ARE,2022,3
CHN,ZAF,2023,3
CHN,TUR,2023,3
CHN,THA,2021,3
CHN,NZL,2017,3
CHN,CHE,2016,3
CHN,ESP,2018,3
CHN,ESP,2019,3
CHN,FIN,2015,3
CHN,ITA,2020,3
CHN,ITA,2021,3
CHN,DNK,2015,3
CHN,DNK,2016,3
CHN,ITA,2016,3
CHN,ITA,2017,3
CHN,ITA,2018,3
CHN,IRN,2018,3
CHN,FIN,2019,3
CHN,ISR,2023,3
CHN,BEL,2016,3
CHN,CZE,2020,3
CHN,CZE,2021,3
CHN,IRL,2015,3
CHN,HRV,2021,3
CHN,EGY,2022,3
CHN,IRL,2019,3
CHN,LKA,2021,3
CHN,PHL,2018,3
CHN,PHL,2020,3
CHN,BGD,2019,3
CHN,ARM,2023,3
CHN,AUT,2021,3
CHN,NZL,2018,3
CHN,NZL,2021,3
CHN,NZL,2022,3
CHN,NPL,2019,3
CHN,PHL,2021,3
CHN,PAK,2016,3
CHN,PRT,2019,3
CHN,TUR,2015,3
CHN,NZL,2016,3
CHN,YEM,2023,2
CHN,TUR,2016,2
CHN,TUR,2018,2
CHN,TUR,2021,2
CHN,THA,2015,2
CHN,VGB,2022,2
CHN,VNM,2015,2
CHN,NPL,2017,2
CHN,NPL,2022,2
CHN,BGD,2021,2
CHN,BGD,2022,2
CHN,BGD,2023,2
CHN,AUT,2018,2
CHN,AUT,2022,2
CHN,ISR,2019,2
CHN,GHA,2020,2
CHN,GHA,2021,2
CHN,GHA,2022,2
CHN,GRC,2019,2
CHN,PAK,2018,2
CHN,KEN,2021,2
CHN,KEN,2023,2
CHN,PRT,2023,2
CHN,POL,2022,2
CHN,PRT,2015,2
CHN,MOZ,2023,2
CHN,MEX,2022,2
CHN,MEX,2023,2
CHN,IRL,2021,2
CHN,IRN,2020,2
CHN,LUX,2015,2
CHN,KAZ,2017,2
CHN,KAZ,2018,2
CHN,MNG,2015,2
CHN,MNG,2016,2
CHN,LUX,2020,2
CHN,LUX,2021,2
CHN,MKD,2022,2
CHN,FIN,2022,2
CHN,ISR,2020,2
CHN,IRL,2017,2
CHN,IRL,2018,2
CHN,IRN,2016,2
CHN,IRN,2019,2
CHN,ETH,2021,2
CHN,EST,2019,2
CHN,IRN,2023,2
CHN,ITA,2015,2
CHN,ITA,2019,2
CHN,ECU,2019,2
CHN,BRN,2015,2
CHN,BRN,2023,2
CHN,BEL,2015,2
CHN,IDN,2018,2
CHN,IDN,2021,2
CHN,IDN,2023,2
CHN,GRC,2021,2
CHN,HUN,2022,2
CHN,CZE,2019,2
CHN,CZE,2022,2
CHN,CUB,2022,2
CHN,CYP,2023,2
CHN,CZE,2015,2
CHN,HUN,2023,2
CHN,BRA,2016,2
CHN,UKR,2021,2
CHN,NOR,2017,2
CHN,NOR,2019,2
CHN,NOR,2022,2
CHN,VNM,2021,2
CHN,ARE,2017,2
CHN,ARE,2018,2
CHN,ARM,2021,2
CHN,SAU,2019,2
CHN,SAU,2020,2
CHN,SAU,2023,2
CHN,SAU,2015,2
CHN,SAU,2017,2
CHN,RUS,2019,2
CHN,ZMB,2022,1
CHN,ARE,2020,1
CHN,ARE,2021,1
CHN,ARE,2023,1
CHN,AGO,2022,1
CHN,BRN,2022,1
CHN,BRA,2019,1
CHN,BRA,2020,1
CHN,BTN,2020,1
CHN,BWA,2022,1
CHN,BWA,2023,1
CHN,BLR,2020,1
CHN,BLR,2021,1
CHN,UZB,2017,1
CHN,VGB,2016,1
CHN,VNM,2017,1
CHN,YEM,2018,1
CHN,ZAF,2016,1
CHN,ZAF,2021,1
CHN,ZAF,2022,1
CHN,ARE,2015,1
CHN,NOR,2018,1
CHN,NPL,2018,1
CHN,NPL,2023,1
CHN,NZL,2015,1
CHN,OMN,2021,1
CHN,LUX,2022,1
CHN,MAR,2020,1
CHN,MKD,2018,1
CHN,MMR,2021,1
CHN,MMR,2023,1
CHN,MNG,2018,1
CHN,MNG,2019,1
CHN,MNG,2022,1
CHN,MWI,2023,1
CHN,MEX,2018,1
CHN,MYS,2016,1
CHN,NGA,2017,1
CHN,NGA,2019,1
CHN,NGA,2020,1
CHN,PNG,2023,1
CHN,PHL,2023,1
CHN,PAK,2015,1
CHN,POL,2015,1
CHN,POL,2019,1
CHN,POL,2020,1
CHN,POL,2021,1
CHN,PSE,2021,1
CHN,PRT,2022,1
CHN,QAT,2016,1
CHN,QAT,2020,1
CHN,QAT,2022,1
CHN,ROU,2016,1
CHN,KHM,2016,1
CHN,KNA,2018,1
CHN,KWT,2016,1
CHN,KWT,2023,1
CHN,CYM,2023,1
CHN,KAZ,2016,1
CHN,KAZ,2019,1
CHN,KAZ,2022,1
CHN,LBN,2015,1
CHN,LBN,2017,1
CHN,LKA,2020,1
CHN,LTU,2015,1
CHN,LUX,2019,1
CHN,IRQ,2015,1
CHN,IRQ,2018,1
CHN,IRQ,2022,1
CHN,IRN,2022,1
CHN,GRC,2022,1
CHN,GUM,2016,1
CHN,HRV,2016,1
CHN,HRV,2022,1
CHN,HUN,2016,1
CHN,IDN,2015,1
CHN,IRL,2016,1
CHN,IRL,2022,1
CHN,ISR,2021,1
CHN,ISR,2022,1
CHN,GHA,2023,1
CHN,GLP,2015,1
CHN,GRC,2020,1
CHN,ROU,2017,1
CHN,ROU,2019,1
CHN,ROU,2020,1
CHN,SRB,2016,1
CHN,RUS,2017,1
CHN,RWA,2021,1
CHN,RWA,2023,1
CHN,DZA,2022,1
CHN,EGY,2015,1
CHN,EGY,2017,1
CHN,EGY,2019,1
CHN,EGY,2023,1
CHN,ESP,2017,1
CHN,ESP,2021,1
CHN,CHL,2017,1
CHN,CHL,2023,1
CHN,CUB,2016,1
CHN,CUB,2020,1
CHN,CYP,2020,1
CHN,CYP,2022,1
CHN,CZE,2017,1
CHN,BEL,2017,1
CHN,BGR,2017,1
CHN,BDI,2020,1
CHN,BMU,2023,1
CHN,BRN,2018,1
CHN,SVN,2018,1
CHN,SVK,2019,1
CHN,SVK,2022,1
CHN,SSD,2015,1
CHN,THA,2019,1
CHN,THA,2022,1
CHN,TUN,2021,1
CHN,ARG,2015,1
CHN,AUT,2019,1
CHN,AUT,2020,1
CHN,AZE,2023,1
CHN,BGD,2015,1
CHN,UKR,2020,1
CHN,UKR,2022,1
CHN,UGA,2022,1
CHN,UZB,2016,1
