source_ISO,target_ISO,year,value
RUS,HKG,2015,2
RUS,HKG,2016,3
RUS,HKG,2017,4
RUS,HKG,2018,2
RUS,HKG,2019,2
RUS,HKG,2020,4
SAU,HKG,1996,1
SAU,HKG,1997,1
SAU,HKG,2007,1
SAU,HKG,2010,1
SAU,HKG,2011,4
SAU,HKG,2012,6
SAU,HKG,2013,12
SAU,HKG,2014,11
SAU,HKG,2015,7
SAU,HKG,2016,10
SAU,HKG,2017,10
SAU,HKG,2018,7
SAU,HKG,2019,16
SAU,HKG,2020,10
SWE,HKG,1997,1
SWE,HKG,1999,1
SWE,HKG,2000,2
SWE,HKG,2004,2
SWE,HKG,2005,1
SWE,HKG,2006,2
SWE,HKG,2007,1
SWE,HKG,2008,2
SWE,HKG,2009,5
SWE,HKG,2010,4
SWE,HKG,2011,5
SWE,HKG,2012,5
SWE,HKG,2013,8
SWE,HKG,2014,11
SWE,HKG,2015,6
SWE,HKG,2016,6
SWE,HKG,2017,8
SWE,HKG,2018,10
SWE,HKG,2019,17
SWE,HKG,2020,12
SGP,HKG,1994,1
SGP,HKG,1995,3
SGP,HKG,1996,7
SGP,HKG,1997,8
SGP,HKG,1998,8
SGP,HKG,1999,9
SGP,HKG,2000,10
SGP,HKG,2001,15
SGP,HKG,2002,15
SGP,HKG,2003,23
SGP,HKG,2004,30
SGP,HKG,2005,24
SGP,HKG,2006,25
SGP,HKG,2007,33
SGP,HKG,2008,32
SGP,HKG,2009,51
SGP,HKG,2010,44
SGP,HKG,2011,51
SGP,HKG,2012,60
SGP,HKG,2013,64
SGP,HKG,2014,53
SGP,HKG,2015,63
SGP,HKG,2016,75
SGP,HKG,2017,83
SGP,HKG,2018,78
SGP,HKG,2019,78
SGP,HKG,2020,66
SVN,HKG,1998,1
SVN,HKG,1999,1
SVN,HKG,2012,1
SVK,HKG,2017,1
THA,HKG,2001,1
THA,HKG,2006,2
THA,HKG,2008,1
THA,HKG,2009,3
THA,HKG,2011,1
THA,HKG,2012,3
THA,HKG,2013,4
THA,HKG,2014,2
THA,HKG,2015,3
THA,HKG,2016,2
THA,HKG,2017,8
THA,HKG,2018,6
THA,HKG,2019,4
THA,HKG,2020,1
TJK,HKG,1997,1
TJK,HKG,2000,1
TJK,HKG,2002,1
TJK,HKG,2010,1
TJK,HKG,2011,1
TUN,HKG,2016,2
TUR,HKG,1996,2
TUR,HKG,2000,1
TUR,HKG,2003,1
TUR,HKG,2004,1
TUR,HKG,2007,1
TUR,HKG,2009,2
TUR,HKG,2010,4
TUR,HKG,2014,4
TUR,HKG,2016,1
TUR,HKG,2017,2
TUR,HKG,2018,5
TUR,HKG,2019,3
TUR,HKG,2020,4
TWN,HKG,1995,5
TWN,HKG,1996,2
TWN,HKG,1997,6
TWN,HKG,1998,12
TWN,HKG,1999,10
TWN,HKG,2000,3
TWN,HKG,2001,5
TWN,HKG,2002,12
TWN,HKG,2003,8
TWN,HKG,2004,5
TWN,HKG,2005,7
TWN,HKG,2006,8
TWN,HKG,2007,14
TWN,HKG,2008,19
TWN,HKG,2009,17
TWN,HKG,2010,22
TWN,HKG,2011,15
TWN,HKG,2012,16
TWN,HKG,2013,16
TWN,HKG,2014,15
TWN,HKG,2015,22
TWN,HKG,2016,22
TWN,HKG,2017,13
TWN,HKG,2018,26
TWN,HKG,2019,20
TWN,HKG,2020,23
TZA,HKG,2017,1
TZA,HKG,2018,1
TZA,HKG,2019,1
UKR,HKG,2008,1
UKR,HKG,2009,1
UKR,HKG,2010,1
UKR,HKG,2013,1
UKR,HKG,2014,1
UKR,HKG,2015,2
UKR,HKG,2016,1
UKR,HKG,2018,1
UGA,HKG,2015,1
UGA,HKG,2016,1
UGA,HKG,2017,1
UGA,HKG,2018,1
USA,HKG,1994,38
USA,HKG,1995,96
USA,HKG,1996,85
USA,HKG,1997,106
USA,HKG,1998,105
USA,HKG,1999,103
USA,HKG,2000,112
USA,HKG,2001,113
USA,HKG,2002,133
USA,HKG,2003,160
USA,HKG,2004,162
USA,HKG,2005,184
USA,HKG,2006,218
USA,HKG,2007,210
USA,HKG,2008,234
USA,HKG,2009,312
USA,HKG,2010,290
USA,HKG,2011,336
USA,HKG,2012,357
USA,HKG,2013,417
USA,HKG,2014,431
USA,HKG,2015,468
USA,HKG,2016,425
USA,HKG,2017,503
USA,HKG,2018,506
USA,HKG,2019,536
USA,HKG,2020,383
VNM,HKG,2009,1
VNM,HKG,2016,2
YEM,HKG,1996,4
YEM,HKG,1997,2
YEM,HKG,1998,2
YEM,HKG,1999,3
YEM,HKG,2000,2
YEM,HKG,2001,4
YEM,HKG,2003,3
YEM,HKG,2005,3
YEM,HKG,2006,1
YEM,HKG,2009,1
YEM,HKG,2010,2
YEM,HKG,2011,1
YEM,HKG,2012,2
YEM,HKG,2013,1
YEM,HKG,2017,1
YEM,HKG,2019,4
YEM,HKG,2020,5
ZAF,HKG,2006,2
ZAF,HKG,2008,2
ZAF,HKG,2012,1
ZAF,HKG,2013,1
ZAF,HKG,2014,6
ZAF,HKG,2015,5
ZAF,HKG,2016,7
ZAF,HKG,2017,4
ZAF,HKG,2018,11
ZAF,HKG,2019,8
ZAF,HKG,2020,6
ZWE,HKG,2013,1
ZWE,HKG,2017,1
