,year,source_ISO,target_ISO,category,value,data,start,end
1969,2018,SGP,CAN,C3,142,talent,"[103.8, 1.3667]","[-95.0, 60.0]"
1970,2018,SRB,SWE,C3,25,talent,"[21.0, 44.0]","[15.0, 62.0]"
1971,2018,MEX,CMR,C3,1,talent,"[-102.0, 23.0]","[12.0, 6.0]"
1972,2018,ETH,LBN,C3,6,talent,"[38.0, 8.0]","[35.8333, 33.8333]"
1973,2018,PRT,TWN,C3,3,talent,"[-8.0, 39.5]","[121.0, 23.5]"
1974,2018,TUR,QAT,C3,4,talent,"[35.0, 39.0]","[51.25, 25.5]"
1975,2018,SWE,KEN,C3,11,talent,"[15.0, 62.0]","[38.0, 1.0]"
1976,2018,BRA,LKA,C3,2,talent,"[-55.0, -10.0]","[81.0, 7.0]"
1977,2018,CAN,TUN,C3,1,talent,"[-95.0, 60.0]","[9.0, 34.0]"
1978,2018,ARG,POL,C3,2,talent,"[-64.0, -34.0]","[20.0, 52.0]"
1979,2018,EGY,DNK,C3,10,talent,"[30.0, 27.0]","[10.0, 56.0]"
1980,2018,PYF,SEN,C3,3,talent,"[-140.0, -15.0]","[-14.0, 14.0]"
1981,2018,PRT,UKR,C3,2,talent,"[-8.0, 39.5]","[32.0, 49.0]"
1982,2018,LKA,GBR,C3,72,talent,"[81.0, 7.0]","[-2.0, 54.0]"
1983,2018,MAR,BHS,C3,1,talent,"[-5.0, 32.0]","[-76.0, 24.25]"
1984,2018,EGY,BRN,C3,3,talent,"[30.0, 27.0]","[114.6667, 4.5]"
1985,2018,ZAF,LTU,C3,1,talent,"[24.0, -29.0]","[24.0, 56.0]"
1986,2018,FRA,SLB,C3,2,talent,"[2.0, 46.0]","[159.0, -8.0]"
1987,2018,HRV,BEL,C3,9,talent,"[15.5, 45.1667]","[4.0, 50.8333]"
1988,2018,USA,GRL,C3,3,talent,"[-97.0, 38.0]","[-40.0, 72.0]"
1989,2018,SWE,TJK,C3,2,talent,"[15.0, 62.0]","[71.0, 39.0]"
1990,2018,GRC,MYS,C3,1,talent,"[22.0, 39.0]","[112.5, 2.5]"
1991,2018,JPN,LVA,C3,2,talent,"[138.0, 36.0]","[25.0, 57.0]"
1992,2018,NIC,PER,C3,1,talent,"[-85.0, 13.0]","[-76.0, -10.0]"
1993,2018,CMR,IDN,C3,1,talent,"[12.0, 6.0]","[120.0, -5.0]"
1994,2018,JOR,SYR,C3,2,talent,"[36.0, 31.0]","[38.0, 35.0]"
1995,2018,ARG,CHL,C3,7,talent,"[-64.0, -34.0]","[-71.0, -30.0]"
1996,2018,GBR,BHS,C3,9,talent,"[-2.0, 54.0]","[-76.0, 24.25]"
1997,2018,FRA,TJK,C3,11,talent,"[2.0, 46.0]","[71.0, 39.0]"
1998,2018,KOR,TUR,C3,13,talent,"[127.5, 37.0]","[35.0, 39.0]"
1999,2018,SVK,ARE,C3,1,talent,"[19.5, 48.6667]","[54.0, 24.0]"
2000,2018,SVN,SWE,C3,7,talent,"[15.0, 46.0]","[15.0, 62.0]"
2001,2018,BRA,SRB,C3,1,talent,"[-55.0, -10.0]","[21.0, 44.0]"
2002,2018,BEL,KEN,C3,6,talent,"[4.0, 50.8333]","[38.0, 1.0]"
2003,2018,CHL,ITA,C3,11,talent,"[-71.0, -30.0]","[12.8333, 42.8333]"
2004,2018,SVK,AUT,C3,14,talent,"[19.5, 48.6667]","[13.3333, 47.3333]"
2005,2018,USA,TUR,C3,246,talent,"[-97.0, 38.0]","[35.0, 39.0]"
2006,2018,ROU,ARE,C3,2,talent,"[25.0, 46.0]","[54.0, 24.0]"
2007,2018,ISL,NZL,C3,1,talent,"[-18.0, 65.0]","[174.0, -41.0]"
2008,2018,ZWE,GHA,C3,1,talent,"[30.0, -20.0]","[-2.0, 8.0]"
2009,2018,BRA,IDN,C3,1,talent,"[-55.0, -10.0]","[120.0, -5.0]"
2010,2018,AUT,HUN,C3,52,talent,"[13.3333, 47.3333]","[20.0, 47.0]"
2011,2018,ETH,PHL,C3,4,talent,"[38.0, 8.0]","[122.0, 13.0]"
2012,2018,GEO,MYS,C3,2,talent,"[43.5, 42.0]","[112.5, 2.5]"
2013,2018,CHN,BIH,C3,45,talent,"[105.0, 35.0]","[18.0, 44.0]"
2014,2018,SVN,FIN,C3,2,talent,"[15.0, 46.0]","[26.0, 64.0]"
2015,2018,MYS,VNM,C3,8,talent,"[112.5, 2.5]","[106.0, 16.0]"
2016,2018,FIN,RWA,C3,1,talent,"[26.0, 64.0]","[30.0, -2.0]"
2017,2018,KAZ,PHL,C3,1,talent,"[68.0, 48.0]","[122.0, 13.0]"
2018,2018,BEL,NLD,C3,232,talent,"[4.0, 50.8333]","[5.75, 52.5]"
2019,2018,SRB,ESP,C3,16,talent,"[21.0, 44.0]","[-4.0, 40.0]"
2020,2018,SWE,PHL,C3,3,talent,"[15.0, 62.0]","[122.0, 13.0]"
2021,2018,TUR,BHS,C3,1,talent,"[35.0, 39.0]","[-76.0, 24.25]"
2022,2018,MUS,DNK,C3,3,talent,"[57.55, -20.2833]","[10.0, 56.0]"
2023,2018,GHA,TWN,C3,1,talent,"[-2.0, 8.0]","[121.0, 23.5]"
2024,2018,GHA,TZA,C3,2,talent,"[-2.0, 8.0]","[35.0, -6.0]"
2025,2018,ITA,IRN,C3,6,talent,"[12.8333, 42.8333]","[53.0, 32.0]"
2026,2018,ESP,CAN,C3,144,talent,"[-4.0, 40.0]","[-95.0, 60.0]"
2027,2018,CMR,JPN,C3,1,talent,"[12.0, 6.0]","[138.0, 36.0]"
2028,2018,CHE,MAR,C3,52,talent,"[8.0, 47.0]","[-5.0, 32.0]"
2029,2018,LVA,DEU,C3,15,talent,"[25.0, 57.0]","[9.0, 51.0]"
2030,2018,USA,KOR,C3,1974,talent,"[-97.0, 38.0]","[127.5, 37.0]"
2031,2018,GEO,SVK,C3,1,talent,"[43.5, 42.0]","[19.5, 48.6667]"
2032,2018,LUX,KNA,C3,1,talent,"[6.1667, 49.75]","[-62.75, 17.3333]"
2033,2018,ISR,ETH,C3,1,talent,"[34.75, 31.5]","[38.0, 8.0]"
2034,2018,NGA,KEN,C3,6,talent,"[8.0, 10.0]","[38.0, 1.0]"
2035,2018,IRL,BGD,C3,4,talent,"[-8.0, 53.0]","[90.0, 24.0]"
2036,2018,BDI,ISR,C3,5,talent,"[30.0, -3.5]","[34.75, 31.5]"
2037,2018,NLD,THA,C3,34,talent,"[5.75, 52.5]","[100.0, 15.0]"
2038,2018,CAN,NLD,C3,246,talent,"[-95.0, 60.0]","[5.75, 52.5]"
2039,2018,SAU,KWT,C3,3,talent,"[45.0, 25.0]","[47.6581, 29.3375]"
2040,2018,USA,KHM,C3,2,talent,"[-97.0, 38.0]","[105.0, 13.0]"
2041,2018,GBR,CHE,C3,712,talent,"[-2.0, 54.0]","[8.0, 47.0]"
2042,2018,ITA,EST,C3,7,talent,"[12.8333, 42.8333]","[26.0, 59.0]"
2043,2018,AUT,GRC,C3,10,talent,"[13.3333, 47.3333]","[22.0, 39.0]"
2044,2018,LBN,GBR,C3,11,talent,"[35.8333, 33.8333]","[-2.0, 54.0]"
2045,2018,COL,NGA,C3,1,talent,"[-72.0, 4.0]","[8.0, 10.0]"
2046,2018,KAZ,LBN,C3,1,talent,"[68.0, 48.0]","[35.8333, 33.8333]"
2047,2018,LTU,MYS,C3,1,talent,"[24.0, 56.0]","[112.5, 2.5]"
2048,2018,DEU,GRC,C3,74,talent,"[9.0, 51.0]","[22.0, 39.0]"
2049,2018,PHL,CZE,C3,2,talent,"[122.0, 13.0]","[15.5, 49.75]"
2050,2018,CYP,SRB,C3,5,talent,"[33.0, 35.0]","[21.0, 44.0]"
2051,2018,UGA,NZL,C3,3,talent,"[32.0, 1.0]","[174.0, -41.0]"
2052,2018,KEN,CHN,C3,179,talent,"[38.0, 1.0]","[105.0, 35.0]"
2053,2018,SAU,NGA,C3,5,talent,"[45.0, 25.0]","[8.0, 10.0]"
2054,2018,NZL,EST,C3,3,talent,"[174.0, -41.0]","[26.0, 59.0]"
2055,2018,PRT,CZE,C3,9,talent,"[-8.0, 39.5]","[15.5, 49.75]"
2056,2018,SWE,DNK,C3,250,talent,"[15.0, 62.0]","[10.0, 56.0]"
2057,2018,IND,SEN,C3,4,talent,"[77.0, 20.0]","[-14.0, 14.0]"
2058,2018,GBR,COL,C3,20,talent,"[-2.0, 54.0]","[-72.0, 4.0]"
2059,2018,JOR,USA,C3,84,talent,"[36.0, 31.0]","[-97.0, 38.0]"
2060,2018,ESP,DNK,C3,185,talent,"[-4.0, 40.0]","[10.0, 56.0]"
2061,2018,FRA,EGY,C3,15,talent,"[2.0, 46.0]","[30.0, 27.0]"
2062,2018,GEO,BRA,C3,14,talent,"[43.5, 42.0]","[-55.0, -10.0]"
2063,2018,PHL,MKD,C3,1,talent,"[122.0, 13.0]","[22.0, 41.8333]"
2064,2018,CAN,TUR,C3,18,talent,"[-95.0, 60.0]","[35.0, 39.0]"
2065,2018,MOZ,CHE,C3,1,talent,"[35.0, -18.25]","[8.0, 47.0]"
2066,2018,IRQ,GRC,C3,1,talent,"[44.0, 33.0]","[22.0, 39.0]"
2067,2018,ISR,BEL,C3,38,talent,"[34.75, 31.5]","[4.0, 50.8333]"
2068,2018,PRI,AUS,C3,2,talent,"[-66.5, 18.25]","[133.0, -27.0]"
2069,2018,THA,CYM,C3,1,talent,"[100.0, 15.0]","[-80.5, 19.5]"
2070,2018,THA,CHN,C3,1247,talent,"[100.0, 15.0]","[105.0, 35.0]"
2071,2018,TUR,TWN,C3,13,talent,"[35.0, 39.0]","[121.0, 23.5]"
2072,2018,BRN,CHE,C3,1,talent,"[114.6667, 4.5]","[8.0, 47.0]"
2073,2018,GHA,JPN,C3,6,talent,"[-2.0, 8.0]","[138.0, 36.0]"
2074,2018,TJK,ISR,C3,3,talent,"[71.0, 39.0]","[34.75, 31.5]"
2075,2018,SWE,IDN,C3,1,talent,"[15.0, 62.0]","[120.0, -5.0]"
2076,2018,GBR,BRN,C3,11,talent,"[-2.0, 54.0]","[114.6667, 4.5]"
2077,2018,ROU,UGA,C3,3,talent,"[25.0, 46.0]","[32.0, 1.0]"
2078,2018,OMN,IDN,C3,1,talent,"[57.0, 21.0]","[120.0, -5.0]"
2079,2018,ALB,SWE,C3,2,talent,"[20.0, 41.0]","[15.0, 62.0]"
2080,2018,CHN,SWE,C3,338,talent,"[105.0, 35.0]","[15.0, 62.0]"
2081,2018,IND,CHE,C3,138,talent,"[77.0, 20.0]","[8.0, 47.0]"
2082,2018,SEN,COG,C3,11,talent,"[-14.0, 14.0]","[15.0, -1.0]"
2083,2018,BRA,ROU,C3,2,talent,"[-55.0, -10.0]","[25.0, 46.0]"
2084,2018,PAK,CYP,C3,1,talent,"[70.0, 30.0]","[33.0, 35.0]"
2085,2018,MKD,ISR,all,1,talent,"[22.0, 41.8333]","[34.75, 31.5]"
2086,2018,PAN,PRT,all,5,talent,"[-80.0, 9.0]","[-8.0, 39.5]"
2087,2018,FRA,TTO,all,1,talent,"[2.0, 46.0]","[-61.0, 11.0]"
2088,2018,PER,CMR,all,3,talent,"[-76.0, -10.0]","[12.0, 6.0]"
2089,2018,BGD,LBY,all,2,talent,"[90.0, 24.0]","[17.0, 25.0]"
2090,2018,BIH,BGR,all,3,talent,"[18.0, 44.0]","[25.0, 43.0]"
2091,2018,AUS,CAN,all,922,talent,"[133.0, -27.0]","[-95.0, 60.0]"
2092,2018,LBN,DEU,all,12,talent,"[35.8333, 33.8333]","[9.0, 51.0]"
2093,2018,ROU,ECU,all,4,talent,"[25.0, 46.0]","[-77.5, -2.0]"
2094,2018,SWE,ETH,all,31,talent,"[15.0, 62.0]","[38.0, 8.0]"
2095,2018,ARG,BDI,all,1,talent,"[-64.0, -34.0]","[30.0, -3.5]"
2096,2018,POL,GEO,all,7,talent,"[20.0, 52.0]","[43.5, 42.0]"
2097,2018,ROU,ESP,all,27,talent,"[25.0, 46.0]","[-4.0, 40.0]"
2098,2018,LKA,SWE,all,27,talent,"[81.0, 7.0]","[15.0, 62.0]"
2099,2018,HKG,MNE,all,18,talent,"[114.1667, 22.25]","[19.0, 42.0]"
2100,2018,MYS,UGA,all,5,talent,"[112.5, 2.5]","[32.0, 1.0]"
2101,2018,ZAF,SGP,all,12,talent,"[24.0, -29.0]","[103.8, 1.3667]"
2102,2018,DEU,KWT,all,4,talent,"[9.0, 51.0]","[47.6581, 29.3375]"
2103,2018,NLD,THA,all,43,talent,"[5.75, 52.5]","[100.0, 15.0]"
2104,2018,ZWE,TZA,all,1,talent,"[30.0, -20.0]","[35.0, -6.0]"
2105,2018,LSO,ZAF,all,1,talent,"[28.5, -29.5]","[24.0, -29.0]"
2106,2018,BEL,FRA,all,378,talent,"[4.0, 50.8333]","[2.0, 46.0]"
2107,2018,COG,ATG,all,1,talent,"[15.0, -1.0]","[-61.8, 17.05]"
2108,2018,MDV,DNK,all,1,talent,"[73.0, 3.25]","[10.0, 56.0]"
2109,2018,SWE,CMR,all,4,talent,"[15.0, 62.0]","[12.0, 6.0]"
2110,2018,BEL,PRT,all,77,talent,"[4.0, 50.8333]","[-8.0, 39.5]"
2111,2018,CHN,ESP,all,256,talent,"[105.0, 35.0]","[-4.0, 40.0]"
2112,2018,HUN,ROU,all,6,talent,"[20.0, 47.0]","[25.0, 46.0]"
2113,2018,IRL,FIN,all,72,talent,"[-8.0, 53.0]","[26.0, 64.0]"
2114,2018,KAZ,DEU,all,8,talent,"[68.0, 48.0]","[9.0, 51.0]"
2115,2018,QAT,ETH,all,5,talent,"[51.25, 25.5]","[38.0, 8.0]"
2116,2018,POL,CYP,all,1,talent,"[20.0, 52.0]","[33.0, 35.0]"
2117,2018,RWA,GHA,all,1,talent,"[30.0, -2.0]","[-2.0, 8.0]"
2118,2018,BHS,MLT,all,1,talent,"[-76.0, 24.25]","[14.5833, 35.8333]"
2119,2018,JPN,ATG,all,6,talent,"[138.0, 36.0]","[-61.8, 17.05]"
2120,2018,UGA,NGA,all,15,talent,"[32.0, 1.0]","[8.0, 10.0]"
2121,2018,ISR,VEN,all,4,talent,"[34.75, 31.5]","[-66.0, 8.0]"
2122,2018,LKA,KEN,all,1,talent,"[81.0, 7.0]","[38.0, 1.0]"
2123,2018,BGD,MYS,all,100,talent,"[90.0, 24.0]","[112.5, 2.5]"
2124,2018,PER,CHN,all,2,talent,"[-76.0, -10.0]","[105.0, 35.0]"
2125,2018,MEX,GBR,all,130,talent,"[-102.0, 23.0]","[-2.0, 54.0]"
2126,2018,NLD,LVA,all,7,talent,"[5.75, 52.5]","[25.0, 57.0]"
2127,2018,POL,ESP,all,63,talent,"[20.0, 52.0]","[-4.0, 40.0]"
2128,2018,UGA,CMR,all,2,talent,"[32.0, 1.0]","[12.0, 6.0]"
2129,2018,ITA,IRN,all,23,talent,"[12.8333, 42.8333]","[53.0, 32.0]"
2130,2018,SDN,YEM,all,1,talent,"[30.0, 15.0]","[48.0, 15.0]"
2131,2018,IRQ,BGD,all,1,talent,"[44.0, 33.0]","[90.0, 24.0]"
2132,2018,GHA,TUN,all,3,talent,"[-2.0, 8.0]","[9.0, 34.0]"
2133,2018,PSE,CYP,all,2,talent,"[35.25, 32.0]","[33.0, 35.0]"
2134,2018,CYM,FRA,all,17,talent,"[-80.5, 19.5]","[2.0, 46.0]"
2135,2018,ETH,EGY,all,1,talent,"[38.0, 8.0]","[30.0, 27.0]"
2136,2018,VNM,NGA,all,3,talent,"[106.0, 16.0]","[8.0, 10.0]"
2137,2018,BHR,GBR,all,18,talent,"[50.55, 26.0]","[-2.0, 54.0]"
2138,2018,ITA,HRV,all,26,talent,"[12.8333, 42.8333]","[15.5, 45.1667]"
2139,2018,CRI,MEX,all,2,talent,"[-84.0, 10.0]","[-102.0, 23.0]"
2140,2018,CAN,FIN,all,201,talent,"[-95.0, 60.0]","[26.0, 64.0]"
2141,2018,SLE,CHN,all,2,talent,"[-11.5, 8.5]","[105.0, 35.0]"
2142,2018,ITA,NOR,all,144,talent,"[12.8333, 42.8333]","[10.0, 62.0]"
2143,2018,GBR,CHL,all,124,talent,"[-2.0, 54.0]","[-71.0, -30.0]"
2144,2018,DEU,QAT,all,78,talent,"[9.0, 51.0]","[51.25, 25.5]"
2145,2018,FJI,IND,all,3,talent,"[175.0, -18.0]","[77.0, 20.0]"
2146,2018,RUS,CYP,all,1,talent,"[100.0, 60.0]","[33.0, 35.0]"
2147,2018,ESP,CMR,all,1,talent,"[-4.0, 40.0]","[12.0, 6.0]"
2148,2018,GRC,SAU,all,16,talent,"[22.0, 39.0]","[45.0, 25.0]"
2149,2018,ZAF,USA,all,773,talent,"[24.0, -29.0]","[-97.0, 38.0]"
2150,2018,LUX,BRN,all,1,talent,"[6.1667, 49.75]","[114.6667, 4.5]"
2151,2018,KAZ,TUR,all,3,talent,"[68.0, 48.0]","[35.0, 39.0]"
2152,2018,TWN,AUS,all,87,talent,"[121.0, 23.5]","[133.0, -27.0]"
2153,2018,TJK,NOR,all,8,talent,"[71.0, 39.0]","[10.0, 62.0]"
2154,2018,UKR,ISR,all,3,talent,"[32.0, 49.0]","[34.75, 31.5]"
2155,2018,AZE,SWE,all,2,talent,"[47.5, 40.5]","[15.0, 62.0]"
2156,2018,MYS,PSE,all,10,talent,"[112.5, 2.5]","[35.25, 32.0]"
2157,2018,EGY,GEO,all,4,talent,"[30.0, 27.0]","[43.5, 42.0]"
2158,2018,PRY,CHL,all,1,talent,"[-58.0, -23.0]","[-71.0, -30.0]"
2159,2018,NZL,GHA,all,2,talent,"[174.0, -41.0]","[-2.0, 8.0]"
2160,2018,BEL,NGA,all,6,talent,"[4.0, 50.8333]","[8.0, 10.0]"
2161,2018,ESP,MAR,all,119,talent,"[-4.0, 40.0]","[-5.0, 32.0]"
2162,2018,DEU,MAR,all,189,talent,"[9.0, 51.0]","[-5.0, 32.0]"
2163,2018,MYS,ESP,all,9,talent,"[112.5, 2.5]","[-4.0, 40.0]"
2164,2018,BEN,SWE,all,4,talent,"[2.25, 9.5]","[15.0, 62.0]"
2165,2018,NPL,FRA,all,1,talent,"[84.0, 28.0]","[2.0, 46.0]"
2166,2018,KEN,SVK,all,3,talent,"[38.0, 1.0]","[19.5, 48.6667]"
2167,2018,KOR,HRV,all,15,talent,"[127.5, 37.0]","[15.5, 45.1667]"
2168,2018,TJK,CZE,all,4,talent,"[71.0, 39.0]","[15.5, 49.75]"
2169,2018,KEN,SEN,all,6,talent,"[38.0, 1.0]","[-14.0, 14.0]"
2170,2018,ZAF,IDN,all,1,talent,"[24.0, -29.0]","[120.0, -5.0]"
2171,2018,ARG,CHL,all,19,talent,"[-64.0, -34.0]","[-71.0, -30.0]"
2172,2018,ATG,MNE,all,1,talent,"[-61.8, 17.05]","[19.0, 42.0]"
2173,2018,PRT,YEM,all,3,talent,"[-8.0, 39.5]","[48.0, 15.0]"
2174,2018,DNK,MAR,all,37,talent,"[10.0, 56.0]","[-5.0, 32.0]"
2175,2018,SWE,NZL,all,38,talent,"[15.0, 62.0]","[174.0, -41.0]"
2176,2018,JAM,TUR,all,1,talent,"[-77.5, 18.25]","[35.0, 39.0]"
2177,2018,GMB,LBR,all,1,talent,"[-16.5667, 13.4667]","[-9.5, 6.5]"
2178,2018,RWA,SGP,all,15,talent,"[30.0, -2.0]","[103.8, 1.3667]"
2179,2018,UGA,KNA,all,3,talent,"[32.0, 1.0]","[-62.75, 17.3333]"
2180,2018,LAO,GBR,all,20,talent,"[105.0, 18.0]","[-2.0, 54.0]"
2181,2018,COG,ZAF,all,6,talent,"[15.0, -1.0]","[24.0, -29.0]"
2182,2018,SAU,ZWE,all,3,talent,"[45.0, 25.0]","[30.0, -20.0]"
2183,2018,IND,BGD,all,47,talent,"[77.0, 20.0]","[90.0, 24.0]"
2184,2018,CHE,SRB,all,8,talent,"[8.0, 47.0]","[21.0, 44.0]"
2185,2018,MYS,MAR,all,1,talent,"[112.5, 2.5]","[-5.0, 32.0]"
2186,2018,COL,BFA,all,2,talent,"[-72.0, 4.0]","[-2.0, 13.0]"
2187,2018,NPL,USA,all,64,talent,"[84.0, 28.0]","[-97.0, 38.0]"
2188,2018,NIC,KEN,all,1,talent,"[-85.0, 13.0]","[38.0, 1.0]"
2189,2018,ARE,CHN,all,41,talent,"[54.0, 24.0]","[105.0, 35.0]"
2190,2018,ZWE,MAR,all,3,talent,"[30.0, -20.0]","[-5.0, 32.0]"
2191,2018,JPN,SDN,all,1,talent,"[138.0, 36.0]","[30.0, 15.0]"
2192,2018,DEU,SRB,all,25,talent,"[9.0, 51.0]","[21.0, 44.0]"
2193,2018,HKG,ISR,all,25,talent,"[114.1667, 22.25]","[34.75, 31.5]"
2194,2018,ATG,RWA,all,1,talent,"[-61.8, 17.05]","[30.0, -2.0]"
2195,2018,VNM,CIV,all,2,talent,"[106.0, 16.0]","[-5.0, 8.0]"
2196,2018,BEL,GRC,all,21,talent,"[4.0, 50.8333]","[22.0, 39.0]"
2197,2018,JPN,COD,all,1,talent,"[138.0, 36.0]","[25.0, 0.0]"
2198,2018,HKG,ROU,all,22,talent,"[114.1667, 22.25]","[25.0, 46.0]"
2199,2018,TWN,ESP,all,21,talent,"[121.0, 23.5]","[-4.0, 40.0]"
2200,2018,DEU,TUN,all,10,talent,"[9.0, 51.0]","[9.0, 34.0]"
2201,2018,BRA,PRT,all,269,talent,"[-55.0, -10.0]","[-8.0, 39.5]"
2202,2018,ETH,KOR,all,12,talent,"[38.0, 8.0]","[127.5, 37.0]"
2203,2018,TUR,BIH,all,1,talent,"[35.0, 39.0]","[18.0, 44.0]"
2204,2018,SVK,ARE,all,3,talent,"[19.5, 48.6667]","[54.0, 24.0]"
2205,2018,GTM,GEO,all,2,talent,"[-90.25, 15.5]","[43.5, 42.0]"
2206,2018,USA,JAM,all,17,talent,"[-97.0, 38.0]","[-77.5, 18.25]"
2207,2018,QAT,PAK,all,13,talent,"[51.25, 25.5]","[70.0, 30.0]"
2208,2018,NLD,CHN,all,759,talent,"[5.75, 52.5]","[105.0, 35.0]"
2209,2018,LUX,NZL,all,2,talent,"[6.1667, 49.75]","[174.0, -41.0]"
2210,2018,GHA,IRL,all,1,talent,"[-2.0, 8.0]","[-8.0, 53.0]"
2211,2018,LBN,GRD,all,1,talent,"[35.8333, 33.8333]","[-61.6667, 12.1167]"
2212,2018,DEU,PRI,all,6,talent,"[9.0, 51.0]","[-66.5, 18.25]"
2213,2018,CHE,BGD,all,16,talent,"[8.0, 47.0]","[90.0, 24.0]"
2214,2018,CAN,CMR,all,3,talent,"[-95.0, 60.0]","[12.0, 6.0]"
2215,2018,BGR,KOR,all,12,talent,"[25.0, 43.0]","[127.5, 37.0]"
2216,2018,EGY,MYS,all,26,talent,"[30.0, 27.0]","[112.5, 2.5]"
2217,2018,AUS,ECU,all,7,talent,"[133.0, -27.0]","[-77.5, -2.0]"
2218,2018,EGY,ROU,all,1,talent,"[30.0, 27.0]","[25.0, 46.0]"
2219,2018,USA,VCT,all,1,talent,"[-97.0, 38.0]","[-61.2, 13.25]"
2220,2018,DEU,MAC,all,1,talent,"[9.0, 51.0]","[113.55, 22.1667]"
2221,2018,KOR,IRQ,all,1,talent,"[127.5, 37.0]","[44.0, 33.0]"
2222,2018,ISR,SWE,all,49,talent,"[34.75, 31.5]","[15.0, 62.0]"
2223,2018,UGA,ESP,all,4,talent,"[32.0, 1.0]","[-4.0, 40.0]"
2224,2018,EGY,ATG,all,34,talent,"[30.0, 27.0]","[-61.8, 17.05]"
2225,2018,IRN,CRI,all,1,talent,"[53.0, 32.0]","[-84.0, 10.0]"
2226,2018,VNM,LAO,all,1,talent,"[106.0, 16.0]","[105.0, 18.0]"
2227,2018,UGA,IND,all,7,talent,"[32.0, 1.0]","[77.0, 20.0]"
2228,2018,QAT,MYS,all,13,talent,"[51.25, 25.5]","[112.5, 2.5]"
2229,2018,ESP,GRC,all,29,talent,"[-4.0, 40.0]","[22.0, 39.0]"
2230,2018,SGP,KEN,all,14,talent,"[103.8, 1.3667]","[38.0, 1.0]"
2231,2018,ZMB,BGD,all,1,talent,"[30.0, -15.0]","[90.0, 24.0]"
2232,2018,BEL,CHL,all,18,talent,"[4.0, 50.8333]","[-71.0, -30.0]"
2233,2018,HRV,RUS,all,1,talent,"[15.5, 45.1667]","[100.0, 60.0]"
2234,2018,TWN,AUT,all,10,talent,"[121.0, 23.5]","[13.3333, 47.3333]"
2235,2018,CZE,RWA,all,1,talent,"[15.5, 49.75]","[30.0, -2.0]"
2236,2018,ITA,CYP,all,3,talent,"[12.8333, 42.8333]","[33.0, 35.0]"
2237,2018,JPN,HKG,all,49,talent,"[138.0, 36.0]","[114.1667, 22.25]"
2238,2018,KOR,SAU,all,53,talent,"[127.5, 37.0]","[45.0, 25.0]"
2239,2018,MEX,RUS,all,12,talent,"[-102.0, 23.0]","[100.0, 60.0]"
2240,2018,CHN,AUS,all,2047,talent,"[105.0, 35.0]","[133.0, -27.0]"
2241,2018,RWA,VNM,all,2,talent,"[30.0, -2.0]","[106.0, 16.0]"
2242,2018,CHE,ESP,all,267,talent,"[8.0, 47.0]","[-4.0, 40.0]"
2243,2018,DNK,BIH,all,1,talent,"[10.0, 56.0]","[18.0, 44.0]"
2244,2018,IND,AUT,all,73,talent,"[77.0, 20.0]","[13.3333, 47.3333]"
2245,2018,MYS,KWT,all,3,talent,"[112.5, 2.5]","[47.6581, 29.3375]"
2246,2018,KHM,DEU,all,1,talent,"[105.0, 13.0]","[9.0, 51.0]"
